matcher,pattern,id_text,Designation,lemma
Two Tier,PN N DET PN,P342141,"AoF 05, 02",X[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342143,"AoF 05, 04",Mušallim-Anu[00]PN māru[son]N ša[of]DET Anu-ab-uṣur[00]PN
Two Tier,PN N DET PN,P342143,"AoF 05, 04",Nikolaos[00]PN māru[son]N ša[of]DET Apollonides[00]PN
Two Tier,PN N DET PN,P342143,"AoF 05, 04",Anu-ah-X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342143,"AoF 05, 04",Anu-X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342143,"AoF 05, 04",Anu-ab-uṣur[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342143,"AoF 05, 04",Ina-qibit-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342143,"AoF 05, 04",X-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342149,"AoF 05, 10",X-su[00]PN māru[son]N ša[of]DET Ša-Anu-iššu[00]PN
Two Tier,PN N DET PN,P342149,"AoF 05, 10",Anu-qišanni[00]PN māru[son]N ša[of]DET Laqip[00]PN
Two Tier,PN N DET PN,P342149,"AoF 05, 10",Sumuttu-Anu[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342149,"AoF 05, 10",Tattannu[00]PN māru[son]N ša[of]DET Uṣuršu-Anu[00]PN
Two Tier,PN N DET PN,P342151,"AoF 05, 12",Nanaya-iddin[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342152,"AoF 05, 13",Anu-ahhe-iddin[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342152,"AoF 05, 13",Anu-mar-ittannu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342152,"AoF 05, 13",Nidintu-Ištar[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342152,"AoF 05, 13",Arad-Ninurta[00]PN māru[son]N ša[of]DET Anu-mar-ittannu[00]PN
Two Tier,PN N DET PN,P342152,"AoF 05, 13",Arad-Ninurta[00]PN māru[son]N ša[of]DET Nidintu-X[00]PN
Two Tier,PN N DET PN,P342152,"AoF 05, 13",Anu-uballiṭ[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342154,"AoF 05, 15",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342156,"AoF 05, 17",Anu-X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342156,"AoF 05, 17",Illut-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342156,"AoF 05, 17",X[00]PN māru[son]N ša[of]DET Ana-rabut-Anu[00]PN
Two Tier,PN N DET PN,P342156,"AoF 05, 17",Ubar[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342156,"AoF 05, 17",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342157,"AoF 05, 18",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342157,"AoF 05, 18",Anu-X-ittannu[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342157,"AoF 05, 18",X[00]PN māru[son]N ša[of]DET Tattannu[00]PN
Two Tier,PN N DET PN,P342157,"AoF 05, 18",Nanaya-iddin[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",X[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",Nanaya-iddin[00]PN māru[son]N ša[of]DET X-Anu[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",Nanaya-iddin[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",X[00]PN māru[son]N ša[of]DET Anu-ahhe-ittannu[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",X[00]PN māru[son]N ša[of]DET Balaṭu[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",X[00]PN māru[son]N ša[of]DET Anu-ab-uṣur[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",X[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",Illut-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",Rihat-Anu[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",Rihat-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",X[00]PN māru[son]N ša[of]DET Nidintu-X[00]PN
Two Tier,PN N DET PN,P342158,"AoF 05, 19",X[00]PN māru[son]N ša[of]DET Anu-mar-iddin[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Kittu-Anu[00]PN māru[son]N ša[of]DET Illut-Anu[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Adešu-ṭabat[00]PN mārtu[daughter]N ša[of]DET Anu-balassu-iqbi[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Dumqi-Anu[00]PN māru[son]N ša[of]DET Anu-ah-utir[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Tattannu-Nanaya[00]PN wardu[slave]N ša[of]DET Kephalon[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Nidintu-šarri[00]PN māru[son]N ša[of]DET Sumuttu-Anu[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Anu-belšunu[00]PN māru[son]N ša[of]DET Anu-balassu-iqbi[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Kittu-Anu[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Kittu-Anu[00]PN māru[son]N ša[of]DET Illut-Anu[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Kittu-Anu[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Ṭalattaʾ[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Kittu-Anu[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Ṭalattaʾ[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Kittu-Anu[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Kittu-Anu[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Nidintu-Anu[00]PN māru[son]N ša[of]DET Tanittu-Anu[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Anu-ahhe-iddin[00]PN māru[son]N ša[of]DET Anu-ušallim[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Anu-ah-ittannu[00]PN māru[son]N ša[of]DET Anu-balassu-iqbi[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Nanaya-iddin[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Rihat-Ištar[00]PN māru[son]N ša[of]DET Anu-belšunu[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Anu-ah-ittannu[00]PN māru[son]N ša[of]DET Nidintu-Ištar[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Nanaya-iddin[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342164,"Babyloniaca 08, 27-35",Kidin-Anu[00]PN māru[son]N ša[of]DET Anu-bullissu[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Ištar-šum-eriš[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Demetrios[00]PN māru[son]N ša[of]DET Archias[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Idat-Anu[00]PN māru[son]N ša[of]DET Ina-qibit-Nanaya[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Hakidda[00]PN māru[son]N ša[of]DET Abuta[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Archias[00]PN pālihu[guardian]N ša[of]DET Syros[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Kephalon[00]PN māru[son]N ša[of]DET Syros[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Ina-qibit-Anu[00]PN māru[son]N ša[of]DET Anu-ah-iddin[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Labaši[00]PN māru[son]N ša[of]DET Anu-ah-ittannu[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Nidintu-Anu[00]PN māru[son]N ša[of]DET Tanittu-Anu[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Kidin-Anu[00]PN māru[son]N ša[of]DET Anu-ah-ittannu[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Idat-Anu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Šamaš-eṭir[00]PN māru[son]N ša[of]DET Anu-ittannu[00]PN
Two Tier,PN N DET PN,P342165,"Babyloniaca 15, 07",Anu-mar-ittannu[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342168,"BagM Beih. 02, 113",Herotheos[00]PN māru[son]N ša[of]DET Zoilos[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-mar-ittannu[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Rihat-Anu[00]PN māru[son]N ša[of]DET Labaši[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Nidintu-šarri[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-mar-ittannu[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Rihat-Anu[00]PN māru[son]N ša[of]DET Labaši[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Nidintu-šarri[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Rihat-Anu[00]PN māru[son]N ša[of]DET Labaši[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Nidintu-šarri[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Rihat-Anu[00]PN māru[son]N ša[of]DET Labaši[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Nidintu-šarri[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Anu-balassu-iqbi[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Anu-belšunu[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Rihat-Anu[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Anu-ah-ittannu[00]PN māru[son]N ša[of]DET Tattannu[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Tattannu[00]PN māru[son]N ša[of]DET Dumqi-Anu[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Balaṭu[00]PN māru[son]N ša[of]DET Anu-ah-ittannu[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Lišir[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Anu-ab-utir[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Anu-uballiṭ[00]PN māru[son]N ša[of]DET Anu-qišanni[00]PN
Two Tier,PN N DET PN,P342207,"BiMes 24, 01",Nidintu-Anu[00]PN māru[son]N ša[of]DET Ana-rabut-Anu[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Ana-rabut-Anu[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Tarib[00]PN māru[son]N ša[of]DET Labaši[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Anu-mukin-apli[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Anu-šum-lišir[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Labaši[00]PN māru[son]N ša[of]DET Anu-X-X[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Mukin-apli[00]PN māru[son]N ša[of]DET Anu-belšunu[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Labaši[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Anu-ikṣur[00]PN māru[son]N ša[of]DET Tattannu[00]PN
Two Tier,PN N DET PN,P342208,"BiMes 24, 02",Anu-uballiṭ[00]PN māru[son]N ša[of]DET Rihat-Ištar[00]PN
Two Tier,PN N DET PN,P342209,"BiMes 24, 03",Anu-belšunu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342209,"BiMes 24, 03",X[00]PN māru[son]N ša[of]DET Anu-ab-utir[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",Ina-qibit-Anu[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342210,"BiMes 24, 04",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",Anu-uballiṭ[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",Anu-uballiṭ[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",Sumuttu-Anu[00]PN māru[son]N ša[of]DET Kittu-Anu[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",Anu-uballiṭ[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",Sumuttu-Anu[00]PN māru[son]N ša[of]DET Kittu-Anu[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",Dumqi-Anu[00]PN māru[son]N ša[of]DET Itti-Anu-nuhšu[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",X[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",Anu-ahhe-iddin[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342211,"BiMes 24, 05",X[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",Antiochis[00]PN mārtu[daughter]N ša[of]DET Diophantos[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",Anu-ab-uṣur[00]PN māru[son]N ša[of]DET Anu-ahhe-iddin[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",X[00]PN māru[son]N ša[of]DET Anu-šum-lišir[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",Labaši[00]PN māru[son]N ša[of]DET X-Anu[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",Anu-ah-ittannu[00]PN māru[son]N ša[of]DET Illut-Anu[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",X-ittannu[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",Nanaya-iddin[00]PN māru[son]N ša[of]DET X-uṣur[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",Kidin-Anu[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN
Two Tier,PN N DET PN,P342212,"BiMes 24, 06",X[00]PN māru[son]N ša[of]DET Zeriya[00]PN
Two Tier,PN N DET PN,P342213,"BiMes 24, 07",Belšunu[00]PN māru[son]N ša[of]DET Sumuttu-Anu[00]PN
Two Tier,PN N DET PN,P342213,"BiMes 24, 07",X-šu-Anu[00]PN māru[son]N ša[of]DET Anu-ab-utir[00]PN
Two Tier,PN N DET PN,P342213,"BiMes 24, 07",X[00]PN māru[son]N ša[of]DET Anu-qišanni[00]PN
Two Tier,PN N DET PN,P342214,"BiMes 24, 08",Anu-mukin-apli[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",Anu-belšunu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",Sumuttu-Anu[00]PN māru[son]N ša[of]DET Kittu-Anu[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",Anu-belšunu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",Sumuttu-Anu[00]PN māru[son]N ša[of]DET Kittu-Anu[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",Anu-belšunu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",Anu-belšunu[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",X[00]PN māru[son]N ša[of]DET X-nu[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",Labaši[00]PN māru[son]N ša[of]DET Mannu-iqapu[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342215,"BiMes 24, 09",Sumuttu-Anu[00]PN māru[son]N ša[of]DET Kittu-Anu[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Nidintu-Anu[00]PN māru[son]N ša[of]DET Tattannu[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Illut-Anu[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Illut-Anu[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Ibnaya[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Anu-ah-ittannu[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Anu-ab-utir[00]PN māru[son]N ša[of]DET Anu-zer-lišir[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Anu-mar-ittannu[00]PN māru[son]N ša[of]DET Tanittu-Anu[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Anu-ab-utir[00]PN māru[son]N ša[of]DET Zeriya[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Illut-Anu[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Arad-Ninurta[00]PN māru[son]N ša[of]DET Anu-mar-ittannu[00]PN
Two Tier,PN N DET PN,P342216,"BiMes 24, 10",Illut-Anu[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",Ana-rabut-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",Nidintu-Anu[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",Ana-rabut-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",X-Anu[00]PN māru[son]N ša[of]DET Labaši[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",Anu-balassu-iqbi[00]PN māru[son]N ša[of]DET Anu-zer-iddin[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",Nanaya-iddin[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",X[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",X-tu-X[00]PN māru[son]N ša[of]DET Mannu-iqapu[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",Labaši[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",X[00]PN māru[son]N ša[of]DET Anu-ab-utir[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",X[00]PN māru[son]N ša[of]DET Zeriya[00]PN
Two Tier,PN N DET PN,P342217,"BiMes 24, 11",X[00]PN māru[son]N ša[of]DET Rihat-Anu[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",Anu-šum-lišir[00]PN māru[son]N ša[of]DET Arad-Reš[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",Tattannu[00]PN māru[son]N ša[of]DET Anu-ah-iddin[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",Ša-Anu-iššu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",Mukin-apli[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",Ina-qibit-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",Nidintu-Anu[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",X[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",Labaši[00]PN māru[son]N ša[of]DET X[00]PN
Two Tier,PN N DET PN,P342218,"BiMes 24, 12",X[00]PN māru[son]N ša[of]DET Ina-qibit-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Dumqi-Anu[00]PN māru[son]N ša[of]DET Dumqi-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Nidintu-Anu[00]PN māru[son]N ša[of]DET Illut-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Rihat-Anu[00]PN māru[son]N ša[of]DET Anu-ah-ittannu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Nidintu-Anu[00]PN māru[son]N ša[of]DET Illut-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Rihat-Anu[00]PN māru[son]N ša[of]DET Anu-ah-ittannu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Labaši[00]PN māru[son]N ša[of]DET Rihat-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Anu-belšunu[00]PN māru[son]N ša[of]DET Anu-mar-ittannu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Anu-belšunu[00]PN māru[son]N ša[of]DET Anu-mar-ittannu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Labaši[00]PN māru[son]N ša[of]DET Rihat-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Labaši[00]PN māru[son]N ša[of]DET Rihat-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Labaši[00]PN māru[son]N ša[of]DET Anu-belšunu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Ubar[00]PN māru[son]N ša[of]DET Mušezib-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Anu-uballiṭ[00]PN māru[son]N ša[of]DET Nidintu-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Anu-zer-iddin[00]PN māru[son]N ša[of]DET Nanaya-iddin[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Rihat-Anu[00]PN māru[son]N ša[of]DET Kidin-Anu[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Labaši[00]PN māru[son]N ša[of]DET Anu-uballiṭ[00]PN
Two Tier,PN N DET PN,P342219,"BiMes 24, 13",Ana-rabut-Anu[00]PN māru[son]N ša[of]DET Sumuttu-Anu[00]PN
